time,AccelerometerX,AccelerometerY,AccelerometerZ,LinearX,LinearY,LinearZ,GyroX,GyroY,GyroZ
10.62,1.6651673,6.0848637,7.843405,1.4589785,1.0466805,-1.6520014,-0.4463458,0.056459017,0.033023197
10.71,1.6651673,6.0848637,7.843405,1.4589785,1.0466805,-1.6520014,-0.4463458,0.056459017,0.033023197
10.79,2.1140802,6.338649,6.5828576,1.4589785,1.0466805,-1.6520014,-0.4463458,0.056459017,0.033023197
10.87,2.1140802,6.338649,6.5828576,1.4589785,1.0466805,-1.6520014,-0.4463458,0.056459017,0.033023197
10.95,1.9991584,6.4224463,6.793547,1.4589785,1.0466805,-1.6520014,-0.4463458,0.056459017,0.033023197
11.03,1.9991584,6.4224463,6.793547,1.4589785,1.0466805,-1.6520014,-0.4463458,0.056459017,0.033023197
11.12,1.9991584,6.4224463,6.793547,1.4589785,1.0466805,-1.6520014,-0.4463458,0.056459017,0.033023197
11.2,1.721431,6.0202203,6.953959,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
11.29,1.721431,6.0202203,6.953959,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
11.37,1.5191209,6.2285156,7.1586633,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
11.46,1.5191209,6.2285156,7.1586633,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
11.53,1.5191209,6.2285156,7.1586633,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
11.62,2.0111294,6.303933,6.7360864,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
11.7,2.0111294,6.303933,6.7360864,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
11.79,2.0111294,6.303933,6.7360864,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
11.87,2.4265234,6.0238113,6.8438253,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
11.96,2.4265234,6.0238113,6.8438253,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.04,2.4265234,6.0238113,6.8438253,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.12,2.2780828,6.2464724,6.8809357,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.2,2.2780828,6.2464724,6.8809357,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.28,2.112883,6.2823853,6.894104,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.37,2.112883,6.2823853,6.894104,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.46,2.112883,6.2823853,6.894104,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.54,2.244564,6.281188,6.9144545,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.62,2.244564,6.281188,6.9144545,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.7,2.2397757,6.2967505,6.757634,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.78,2.2397757,6.2967505,6.757634,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.87,2.043451,6.361394,7.395689,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
12.95,2.043451,6.361394,7.395689,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
13.03,2.043451,6.361394,7.395689,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
13.12,2.043451,6.361394,7.395689,1.115928,0.58041,-1.1831288,-0.04261058,-0.25672874,-0.21198763
13.2,1.7202339,6.257246,7.529764,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
13.28,1.7202339,6.257246,7.529764,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
13.36,2.232593,6.4008985,7.4363904,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
13.44,2.232593,6.4008985,7.4363904,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
13.53,2.1272483,6.4020953,7.1131735,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
13.62,2.1272483,6.4020953,7.1131735,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
13.69,2.1272483,6.4020953,7.1131735,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
13.77,1.99437,6.482301,7.2089415,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
13.86,1.99437,6.482301,7.2089415,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
13.94,2.5737667,6.135142,7.2304893,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.03,2.5737667,6.135142,7.2304893,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.11,2.5737667,6.135142,7.2304893,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.19,3.0418332,6.0046577,8.033744,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.27,3.0418332,6.0046577,8.033744,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.36,3.0418332,6.0046577,8.033744,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.44,2.622848,6.3326635,6.915652,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.52,2.622848,6.3326635,6.915652,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.61,2.0841527,6.6103907,6.2261214,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.69,2.0841527,6.6103907,6.2261214,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.78,2.0841527,6.6103907,6.2261214,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
14.86,1.7393875,6.0561333,7.8158712,1.0704501,0.7959304,-0.5894823,0.05219796,-0.033023197,0.007456851
0.01,2.8311436,6.752846,6.4846954,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.1,2.8311436,6.752846,6.4846954,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.19,2.3642743,6.851008,5.9986725,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.27,2.3642743,6.851008,5.9986725,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.35,2.3642743,6.851008,5.9986725,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.44,1.3443443,7.3442135,4.3047748,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.52,1.3443443,7.3442135,4.3047748,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.6,0.94211835,7.4363904,6.7384806,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.68,0.94211835,7.4363904,6.7384806,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.76,0.94211835,7.4363904,6.7384806,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.84,1.1791444,6.894104,10.538078,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
0.92,1.1791444,6.894104,10.538078,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
1.01,1.1791444,6.894104,10.538078,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
1.09,1.8710686,6.7803793,6.95755,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
1.17,1.8710686,6.7803793,6.95755,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
1.25,2.372654,7.0605006,4.31914,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
1.34,2.372654,7.0605006,4.31914,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
1.42,2.372654,7.0605006,4.31914,0.00829041,1.6357594,-1.4755611,0.23755397,-0.16085494,0.15339808
1.5,1.6256629,7.6255326,5.267244,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
1.58,1.6256629,7.6255326,5.267244,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
1.67,0.92895025,8.201338,2.837129,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
1.75,0.92895025,8.201338,2.837129,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
1.83,0.92895025,8.201338,2.837129,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
1.91,0.60453594,7.976283,3.2357635,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
1.99,0.60453594,7.976283,3.2357635,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.07,0.60453594,7.976283,3.2357635,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.15,1.2258313,7.550115,8.614338,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.23,1.2258313,7.550115,8.614338,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.31,1.7812861,7.3202715,8.634688,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.39,1.7812861,7.3202715,8.634688,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.48,1.7812861,7.3202715,8.634688,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.56,1.9057846,7.7452426,5.42167,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.64,1.9057846,7.7452426,5.42167,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.73,1.9057846,7.7452426,5.42167,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.81,1.1731589,7.7907324,5.0757074,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.9,1.1731589,7.7907324,5.0757074,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
2.99,1.283292,8.072051,3.9612067,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
3.07,1.283292,8.072051,3.9612067,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
3.15,1.283292,8.072051,3.9612067,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
3.23,1.3431472,7.6949644,4.8422728,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
3.31,1.3431472,7.6949644,4.8422728,0.07583642,2.2286897,-2.7728086,0.9193232,0.49321744,-0.1587244
3.4,1.8662802,7.60997,6.429629,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
3.48,1.8662802,7.60997,6.429629,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
3.56,1.8662802,7.60997,6.429629,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
3.64,1.7369933,7.4232225,6.5708866,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
3.73,1.7369933,7.4232225,6.5708866,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
3.81,1.3108255,7.4806833,6.9886746,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
3.89,1.3108255,7.4806833,6.9886746,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
3.97,1.3108255,7.4806833,6.9886746,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
4.05,1.0929531,7.8146744,6.338649,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
4.13,1.0929531,7.8146744,6.338649,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
4.21,0.9983821,7.6829934,6.38773,0.4004954,2.0238461,-1.4960895,-0.5134575,-0.31957933,-0.18109496
