time,AccelerometerX,AccelerometerY,AccelerometerZ,LinearX,LinearY,LinearZ,GyroX,GyroY,GyroZ
0.974,0.22,0.5707,0.6489,-0.534442425,-0.177618504,-0.386330038,0.571757019,-1.204203248,-0.893303752
0.974,0.22,0.5707,0.6489,-0.534442425,-0.177618504,-0.386330038,0.58985734,-1.271280885,-0.935892761
0.974,0.22,0.5707,0.6489,-0.534442425,-0.177618504,-0.386330038,0.58985734,-1.271280885,-0.935892761
0.975,0.22,0.5707,0.6489,-1.622183323,-0.714491606,-0.095250405,0.58985734,-1.271280885,-0.935892761
1.051,0.22,0.5707,0.6489,-1.622183323,-0.714491606,-0.095250405,0.58985734,-1.271280885,-0.935892761
1.057,0.2151,0.5748,0.6259,-1.622183323,-0.714491606,-0.095250405,0.58985734,-1.271280885,-0.935892761
1.057,0.2507,0.6146,0.6244,-1.622183323,-0.714491606,-0.095250405,0.58985734,-1.271280885,-0.935892761
1.057,0.3118,0.6743,0.5958,-1.622183323,-0.714491606,-0.095250405,0.58985734,-1.271280885,-0.935892761
1.058,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.58985734,-1.271280885,-0.935892761
1.058,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.605828166,-1.347941041,-0.960381389
1.058,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.628187418,-1.452284098,-0.971028686
1.058,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.657999694,-1.585374594,-0.971028686
1.059,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.687811971,-1.720594645,-0.973158121
1.059,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.696329772,-1.828131795,-0.976352274
1.059,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.685682535,-1.890950561,-0.993387878
1.059,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.672905803,-1.920762777,-1.026394367
1.06,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.657999694,-1.934604287,-1.06259501
1.06,0.3571,0.6381,0.5841,-1.622183323,-0.714491606,-0.095250405,0.657999694,-1.934604287,-1.06259501
1.06,0.3571,0.6381,0.5841,-1.191073298,-0.288109869,-0.442149073,0.657999694,-1.934604287,-1.06259501
1.115,0.3571,0.6381,0.5841,-1.191073298,-0.288109869,-0.442149073,0.657999694,-1.934604287,-1.06259501
